movieID	Genre
tt0034583	Drama
tt0034583	War
tt0035446	War
tt0039689	Crime
tt0039689	Film-Noir
tt0042593	Film-Noir
tt0042593	Mystery
tt0050825	Drama
tt0050825	War
tt0053291	Music
tt0053604	Comedy
tt0062136	Comedy
tt0064116	Western
tt0078788	Mystery
tt0078788	War
tt0112913	Crime
tt0166924	Mystery
tt0166924	Thriller
tt0244316	Romance
