movieID	ranking
tt0012364	884
tt0029957	885
tt0051899	886
tt0262240	887
tt0053134	888
tt0073471	889
tt0071833	890
tt0112579	891
tt0054345	892
tt0061882	893
tt0064616	894
tt0093389	895
tt0082477	896
tt0105665	897
tt0098532	898
tt0069089	899
tt0167260	900
tt0095497	901
tt0200135	902
tt0056291	903
tt0067023	904
tt0021739	905
tt0073707	906
tt0103759	907
tt0049223	908
tt0069704	909
tt0033704	910
tt0066026	911
tt0059719	912
tt0299478	913
tt0114814	914
tt0024034	915
tt0051942	916
tt0062663	917
tt0066249	918
tt0051554	919
tt0018379	920
tt0074291	921
tt0055184	922
tt0051378	923
tt0046384	924
tt0376968	925
tt0266697	926
tt0075029	927
tt0056194	928
tt0046345	929
tt0092005	930
tt0071502	931
tt0082096	932
tt0070034	933
tt0046851	934
tt0031514	935
tt5896468	936
tt0056825	937
tt0151568	938
tt0050539	939
tt0095341	940
tt0106519	941
tt0039677	942
tt0030241	943
tt0023284	944
tt0107688	945
tt0038160	946
tt0096256	947
tt0070464	948
tt0059229	949
tt0038559	950
tt0056412	951
tt0073582	952
tt0023940	953
tt0084390	954
tt0092263	955
tt0049833	956
tt0037913	957
tt0092699	958
tt0055052	959
tt0065695	960
tt0058888	961
tt0046451	962
tt0129134	963
tt0055830	964
tt0040746	965
tt0053390	966
tt0112431	967
tt0075612	968
tt0064106	969
tt0046712	970
tt0110081	971
tt0029453	972
tt0060268	973
tt0067128	974
tt0068883	975
tt0053146	976
tt0067144	977
tt0112471	978
tt0045810	979
tt0082979	980
tt0197569	981
tt0015532	982
tt0374546	983
tt0044121	984
tt0109759	985
tt0041716	986
tt0080408	987
tt0066601	988
tt0077975	989
tt0060305	990
tt0057372	991
tt0002844	992
tt0041786	993
tt0072979	994
tt0084934	995
tt0013257	996
tt0029314	997
tt0096337	998
tt0166896	999
tt0056537	1000
